id,name,address_formatted,address_city_state_zip,address_street,address_city,address_state,address_zipcode,contact_phone,contact_email,contact_website,tea_school_district_name,tea_school_district_number,tea_county_name,tea_esc_region,address_county,address_region,location_lat,location_lng,vendorType,vendorTypes,type,displayGradeRange,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,costOptions,description,serviceType,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,directPayMarketplace,additionalLocations,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recYIx3HALRsVPEh1,Montgomery Christian Academy,"12681 FM 149, Montgomery, TX, 77316","Montgomery, TX 77316",12681 FM 149,Montgomery,TX,77316,(936) 622-4598,wseemann@mc.academy,https://www.montgomerychristianacademy.com,Montgomery ISD,170903,Montgomery,4,Montgomery County,Houston Area,30.364905,-95.69929060000001,Schools,Schools,Private School,Grades K–8,0,8,False,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYKBCslPEEDnnb9,La Petite Academy Beech Trail,"6865 Beech Trail Dr, San Antonio, TX, 78244","San Antonio, TX 78244",6865 Beech Trail Dr,San Antonio,TX,78244,(210) 661-9718,7642@lapetite.com,https://lapetite.com,Judson ISD,015916,Bexar,13,Bexar County,San Antonio Area,29.4940503,-98.3328214,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYMPm2W511upKw2,Cortez Learning Center,"1821 N Shary Rd, Suite 9, TX, 78572","Suite 9, TX 78572",1821 N Shary Rd,Suite 9,TX,78572,(956) 821-5365,lizetcortez@ikumon.com,https://www.kumon.com/mission-sharyland,Sharyland ISD,108911,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.2186398,-98.28500489999999,Tutoring,Tutoring,,,,,,,,,,"Supplemental education center serving students ages 3-17 in the areas of Reading, Math, and English as a Second Language.",local,,,,,True,,Tutoring: Foreign Language; Tutoring: Math; Tutoring: English/Language Arts,,,,,,,,,
recYQPsBwZNq8wDPL,Edna Christian Academy,"807 Apollo Dr, Edna, TX, 77957","Edna, TX 77957",807 Apollo Dr,Edna,TX,77957,(361) 782-2052,revdeclark@gmail.com,https://ednachristianacademy.org,Industrial ISD,120905,Jackson,3,Jackson County,South Texas,28.960679660965,-96.650497133698,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYSm5RReUarbWjV,Greenville Avenue Child Development Center,"1013 S Greenville Ave, Richardson, TX, 75081","Richardson, TX 75081",1013 S Greenville Ave,Richardson,TX,75081,(972) 644-0134,bridgette.clark@gacoc.org,https://www.gacdc.org,Dallas ISD,057905,Dallas,10,Dallas County,Dallas-Fort Worth,32.9333677,-96.7352662,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYT8rHWYDkDIA61,Advent Ridge Academy,"1523 Old Ranch Rd 12, San Marcos, TX, 78666","San Marcos, TX 78666",1523 Old Ranch Rd 12,San Marcos,TX,78666,(512) 392-9475,robyngrimsley@txsda.org,https://adventridge.org,San Marcos Cons ISD,105902,Hays,13,Hays County,Austin Area,29.8935138,-97.9605232,Schools,Schools,Private School,Grades PreK–10,-1,10,True,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYUvsTwYmA570lT,Oakwell Academy,"PO Box 11016, College Station, TX, 77842","College Station, TX 77842",PO Box 11016,College Station,TX,77842,(214) 673-0788,emily-wise@oakwellacademy.org,https://www.oakwellacademy.org,College Station ISD,021901,Brazos,6,Brazos County,Central Texas,30.6261163,-96.2986305,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYXlRrZbbaAT0qZ,Growing Together Preschool And Daycare,"14600 Gladebrook Dr, Houston, TX, 77068","Houston, TX 77068",14600 Gladebrook Dr,Houston,TX,77068,+12815379090,growingtogetherpd@gmail.com,https://gtpreschooldaycare.com,Aldine ISD,101902,Harris,4,Harris County,Houston Area,29.9940601,-95.48989759999999,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,"Give your child a Rare Opportunity- with a New 5000+ book Library, New STEM and Art labs, New Outdoor Play Structures, New Interactive Gym facilities, Growing Together Preschool and Daycare is the center for your child. With a vision to excel, we focus on Early Education, School Readiness and Sociobehavioral Excellence.  Our TEFA-approved Pre-K program blends structured academics, Conscious Discipline®, STEAM exploration, and play-based learning in a supportive environment where every child is known, valued, and challenged.",local,,,,,True,,,,,10000,11000,1,1,,17,1
recYYbmB64wwjrmnD,Allegiance Academy,"100 E Midway, Euless, TX, 76039","Euless, TX 76039",100 E Midway,Euless,TX,76039,(847) 732-0611,amagruder@allegianceacademy.org,,Grapevine-Colleyville ISD,220906,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.8433865,-97.08210849999999,Schools,Schools,Private School,Grades 6–12,6,12,False,False,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYYh86BCAIGpxOm,IVy Kids Of Alamo Ranch,"5325 Lone Star Pkwy, San Antonio, TX, 78253","San Antonio, TX 78253",5325 Lone Star Pkwy,San Antonio,TX,78253,(830) 252-7588,bashnin@ivykidsalamoranch.com,https://ivykids.com/san-antonio-tx/ivy-kids-of-alamo-ranch,Medina Valley ISD,163908,Bexar,13,Bexar County,San Antonio Area,29.4849771,-98.72457969999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYZFzepYfeD9J3Z,St. Theresa Catholic School Houston,"6500 Durford St, Houston, TX, 77007","Houston, TX 77007",6500 Durford St,Houston,TX,77007,(346) 335-1700,sarah.fox@sttheresa.cc,https://sttheresaschool.cc,Houston ISD,101912,Harris,4,Harris County,Houston Area,29.7734521,-95.43058339999999,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYbHasdtzRSVuUY,The Tree Of Life Children's Academy,"18838 S Memorial Dr, Ste 101, Humble, TX, 77338","Humble, TX 77338","18838 S Memorial Dr, Ste 101",Humble,TX,77338,(210) 787-0703,admin@tolcahumble.com,https://www.tolcahumble.org,Humble ISD,101913,Harris,4,Harris County,Houston Area,29.9927555,-95.2759473,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYflRCml6P3CkOi,British Swim School,"3303 Shadowbark Dr, Houston, TX, 77082","Houston, TX 77082",3303 Shadowbark Dr,Houston,TX,77082,(832) 567-4041,penny.murray@britishswimschool.com,https://britishswimschool.com/westward-houston-katy,Lamar Cons ISD,079901,Harris,4,Harris County,Houston Area,29.7271218,-95.5989106,Enrichment,Enrichment,,,,,,,,,,"The Leading Swim Lesson Provider in the US and Canada We are the premier learn-to-swim provider for people of all ages, offering programs for children ages 3-months to adults. We use gentle teaching methods and a survival-first approach to help people of all experience levels become safer, stronger swimmers. British Swim School was founded in Manchester, England in 1981 and our safe, fun, and effective instructional program has made our lessons the preferred choice for parents and students for over 40 years. We offer traditional swim lessons for Kids, Teens, Adults, and Adaptive Aquatics/Special Abilities Classes",local,,,,,True,,Enrichment: Swim,,,,,,,,,
recYgY8oQNAeouELX,Small Miracles Academy-Mesquite Campus,"2301 Mesquite Valley Rd, Mesquite, TX, 75149","Mesquite, TX 75149",2301 Mesquite Valley Rd,Mesquite,TX,75149,(214) 236-2962,demetree@smamesquite.org,https://smamesquite.org,Mesquite ISD,057914,Dallas,10,Dallas County,Dallas-Fort Worth,32.7464576,-96.57060249999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYhAanRXfFz4PFw,New Harvest Christian Academy,"4519 E Del Mar Blvd, Laredo, TX, 78041","Laredo, TX 78041",4519 E Del Mar Blvd,Laredo,TX,78041,(956) 722-3018,vibarranhca@gmail.com,https://newharvesticm.com,United ISD,240903,Webb,1,Webb County,South Texas,27.5868771,-99.43487940000001,Schools,Schools,Private School,Grades PreK–12,-1,12,True,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYikT5kPDPW6UAk,Cambridge Montessori School,"6380 Hwy 90A, Sugar Land, TX, 77498","Sugar Land, TX 77498",6380 Hwy 90A,Sugar Land,TX,77498,(281) 491-2223,monica@cambridgemontessori.com,https://www.cambridgemontessori.com,Lamar Cons ISD,079901,Harris,4,Fort Bend County,Houston Area,29.6065587,-95.66233600000001,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYikdb15T2JccxH,Zion Walburg Lutheran School Georgetown,"6101 FM 1105, 6121, Georgetown, TX, 78626","Georgetown, TX 78626","6101 FM 1105, 6121",Georgetown,TX,78626,+15128635345,suzan.winkelman@zionwalburg.org,https://zionwalburg.org,Georgetown ISD,246904,Williamson,13,Williamson County,Austin Area,30.7435046,-97.5997556,Schools,Schools,Private School,Grades PreK–8,-1,8,True,True,True,False,EFA-Eligible,"At Zion Lutheran School, students are known, valued, and challenged in a safe, faith-filled environment. Our strong academics, dedicated teachers, and Christ-centered mission prepare students to lead, serve, and thrive.",local,,,,,True,,,,,7100,9950,0.94,0.96,0.99,16,0.9
recYjjl7Q0xoyYr36,New Beginnings Learning Academy #1,"410 W Sam Houston Blvd, Pharr, TX, 78577","Pharr, TX 78577",410 W Sam Houston Blvd,Pharr,TX,78577,(956) 601-0265,nbla.pharr@gmail.com,,Pharr-San Juan-Alamo ISD,108909,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.1888072,-98.18967649999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYjt5el6FXtKTl3,Childrens Courtyard 4,"3801 Gattis School Rd, Round Rock, TX, 78664","Round Rock, TX 78664",3801 Gattis School Rd,Round Rock,TX,78664,(512) 828-0458,gattis@childrenscourtyard.com,,Pflugerville ISD,227904,Williamson,13,Williamson County,Austin Area,30.4965667,-97.6124383,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYrpgMQL7q0DwQw,Children's Depot,"222 E Monte Cristo Rd, Edinburg, TX, 78541","Edinburg, TX 78541",222 E Monte Cristo Rd,Edinburg,TX,78541,(956) 316-3382,childrensdepotllc@att.net,,Edinburg Cons ISD,108904,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.3363705,-98.1508356,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYsVgglX4oi0nmy,N.O.W. University,"438 E Main St, Crowley, TX, 76036","Crowley, TX 76036",438 E Main St,Crowley,TX,76036,(682) 224-6497,opendoortoyou@gmail.com,,Crowley ISD,220912,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.5774563,-97.3539875,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYtjteuHKyvFjUo,Lakeside Christian Academy,"503 S Main St, Euless, TX, 76040","Euless, TX 76040",503 S Main St,Euless,TX,76040,+18175542332,lcaeuless@gmail.com,https://www.lakesidechristianacademytx.com,Hurst-Euless-Bedford ISD,220916,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.8310606,-97.0820742,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"At Lakeside Christian Academy, it is our mission to provide, loving, safe, and nurturing environment for children 6 weeks - 12 years old while delivering high quality curriculum with a focus on their social, cognitive, physical, and emotional growth.",local,,,,,True,,,,,145,235,0.95,0.98,0.96,15,0.95
recYvOmTpyBsUQAFZ,University Of Texas Child Dev Center - Capitol Complex,"1601 Congress Ave, Austin, TX, 78701","Austin, TX 78701",1601 Congress Ave,Austin,TX,78701,(512) 471-7040,rebecca.ryan@austin.utexas.edu,https://childcenter.utexas.edu,Del Valle ISD,227910,Travis,13,Travis County,Austin Area,30.2782272,-97.73854589999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYyEL1jJdhs7GGA,Little Pirates Learning Center,"240 S Main St, Ste 4, Vidor, TX, 77662","Vidor, TX 77662","240 S Main St, Ste 4",Vidor,TX,77662,(409) 681-5118,littlepirateslearning@gmail.com,,Vidor ISD,181907,Orange,5,Orange County,East Texas,30.1223286,-94.0120735,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recYzh4ZccN5fqt7Z,Gradepower Learning,"46301 W William Cannon Dr, Austin, TX, 78749","Austin, TX 78749",46301 W William Cannon Dr,Austin,TX,78749,(512) 892-7323,gfalk@gradepowerlearning.com,https://www.gradepowerlearning.com,Austin ISD,227901,Travis,13,Travis County,Austin Area,30.221536,-97.84115399999999,Tutoring,Tutoring,,,,,,,,,,"Individualized, remedial instruction to develop cognition and strengthen any combination of reading, writing, and mathematics skills from kindergarten to twelfth grade level. Instruction is in-person at our facility in southwest Austin. We customize every student's learning plan based on diagnostic tools. Our instructors all have a minimum of a bachelor's degree and either teacher certification, or a portfolio of related experience. Our methodology and curricula are designed for students with learning differences and we have many students with 504 plans and IEPs.",local,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts,,,,,,,,,
recYzjyXFwqKqt1zu,Laugh N' Discover Early Learning Center,"5750 Golden Forest Dr, Houston, TX, 77092","Houston, TX 77092",5750 Golden Forest Dr,Houston,TX,77092,+12816459077,learn@laughndiscover.com,https://laughndiscover.com,Aldine ISD,101902,Harris,4,Harris County,Houston Area,29.843252,-95.4741821,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"Laugh N Discover Early Learning Center is a high-quality preschool program for children between the ages of 6 weeks and 5 years old. Our accelerated play-based curriculum teaches advanced literacy, writing and math skills through art, music and games.",local,,,,,True,,,,,9000,12000,,,,1,0.79
recZ0afLHDVoWCzPv,Crossroads Christian Academy,"5834 Ray Ellison Blvd, San Antonio, TX, 78242","San Antonio, TX 78242",5834 Ray Ellison Blvd,San Antonio,TX,78242,(726) 200-3032,lisadlf@findingabetterlife.com,https://crossroads.academy,Southwest ISD,015912,Bexar,13,Bexar County,San Antonio Area,29.3567461,-98.62512989999999,Schools,Schools,Private School,Grades PreK–7,-1,7,True,True,True,False,EFA-Eligible,"CrossRoads Christian Academy provides a distinctively Christian, Biblically grounded education in a structured and caring environment. Our traditional, teacher-led model emphasizes strong academic foundations, character development, and Christ-centered worldview training.  Our mission is to partner with families to cultivate academic excellence while helping students grow spiritually, intellectually, and socially.  Through small class sizes, individualized instruction, and measurable academic performance, students are equipped to thrive academically and live out their faith with confidence.
",local,,,,,True,,,,,,,0.95,0.94,,,0.95
recZ34JZpl94ScLUk,Hughen Christian School,"1826 Nall St, Port Neches, TX, 77601","Port Neches, TX 77601",1826 Nall St,Port Neches,TX,77601,(832) 372-2853,bobby.lopez@hughen2.org,https://www.hughen2.org,Port Neches-Groves ISD,123908,Orange,5,,,29.985997,-93.96000989999999,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZ4qERUTUCXUfvP,La Petite Academy-Forest Hill,"7300 Forest Hill Dr, Forest Hill, TX, 76140","Forest Hill, TX 76140",7300 Forest Hill Dr,Forest Hill,TX,76140,(817) 293-7190,7558@lapetite.com,,Everman ISD,220904,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.6510035,-97.2703857,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZ5QRv9QcHjfnsu,Wisdom Montessori Academy,"25679 Smotherman Rd, Frisco, TX, 75033","Frisco, TX 75033",25679 Smotherman Rd,Frisco,TX,75033,+14692524525,info@wisdommontessori.com,https://www.wisdommontessoriacademy.com,Frisco ISD,043905,Denton,11,Denton County,Dallas-Fort Worth,33.1635955,-96.8889565,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,"Wisdom Montessori Academy offers a high-quality Montessori education for children from six weeks through kindergarten. Guided by certified Montessori educators, our child-centered approach emphasizes hands-on learning, individualized instruction, and the development of independence, critical thinking, and a lifelong love of learning.",local,,,,,True,,,,,,,,,,12,
recZ7qCLCexki5asi,Math-A-Matics Tutoring,"8524 Hwy 6N, # 466, Houston, TX, 77095","Houston, TX 77095","8524 Hwy 6N, # 466",Houston,TX,77095,(832) 598-7245,info@mathamaticstutoring.com,https://www.mathamaticstutoring.com,Cypress-Fairbanks ISD,101907,Harris,4,Harris County,Houston Area,29.9032278,-95.6320629,Tutoring,Tutoring,,,,,,,,,,"Math-A-Matics Tutoring specialize in offering one-on-one private math help in elementary, middle, and high school students, in all levels of Math, Campus Intervention, Test Prep, and STEM Enrichment through our After-School and summer Camps.",online; local,,,,,True,,Tutoring: Math; Tutoring: Science,,,,,,,,,
recZ8RsmcFNwlq0Y4,College Prep Genius,"400 Woodland Ct, Hurst, TX, 76053","Hurst, TX 76053",400 Woodland Ct,Hurst,TX,76053,(817) 282-7737,tami@collegeprepgenius.com,https://collegeprepgenius.com,Hurst-Euless-Bedford ISD,220916,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.8146694,-97.1551595,Curriculum,Curriculum,,,,,,,,,,"College Prep Genius is an award-winning company featuring test prep that works for SAT, PSAT, CLT, and ACT. Their students have raised their SAT as much as 700 points, ACT, 11 points, CLT scores by up to 26 points, received incredible scholarship money, Bright Future, and even free college.",online,,,,,True,,,,,,,,,,,
recZBvoE9l1WphhRB,Good Shepherd Episcopal School Kingwood,"2929 Woodland Hills Dr, Kingwood, TX, 77339","Kingwood, TX 77339",2929 Woodland Hills Dr,Kingwood,TX,77339,(281) 359-1895,gsschooljan@yahoo.com,https://goodshepherdschool.org,Humble ISD,101913,Montgomery,4,Harris County,Houston Area,30.0555603,-95.2138124,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZFwUmbcdU3Ea08,Pearland Kids Club,"1925 Pearland Pkwy, Ste 160/170, Pearland, TX, 77581","Pearland, TX 77581","1925 Pearland Pkwy, Ste 160/170",Pearland,TX,77581,(832) 230-3207,info@pearlandkidsclub.com,https://pearlandkidsclub.com,Pearland ISD,020908,Harris,4,Brazoria County,Houston Area,29.5744785,-95.26263929999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZFynJMWKfgY5qD,Little Tyke - Crowley,"120 Harris Dr, Crowley, TX, 76036","Crowley, TX 76036",120 Harris Dr,Crowley,TX,76036,(817) 788-1884,dfps71@littletykechildcare.com,https://littletykechildcare.com,Crowley ISD,220912,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.577145,-97.35715309999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZHNvHrTRDEPnMe,Ready Set Grow Therapy,"1785 State Highway 26, Ste 200, Grapevine, TX, 76051","Grapevine, TX 76051","1785 State Highway 26, Ste 200",Grapevine,TX,76051,(817) 618-5689,desiree@readysetgrowtx.com,https://www.readysetgrowtx.com,Grapevine-Colleyville ISD,220906,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.9575348,-97.0462799,Therapy,Therapy,,,,,,,,,,"Ready Set Grow Therapy is a therapist-owned, mobile pediatric practice offering occupational therapy and speech-language pathology services that support functional skill development and educational access for homeschool and private school students across Grapevine, Colleyville, Southlake, Flower Mound, Coppell, North Richland Hills, Hurst, Bedford, Euless, Justin, Argyle, and Fort Worth. Services are provided in the student’s home or at their private school, depending on family and school preferences. Occupational therapy targets fine motor skills, visual-motor integration, sensory processing, attention, executive functioning, and self-care skills necessary for participation in educational activities. Speech therapy addresses receptive and expressive language, articulation, pragmatic language, and functional communication skills that support classroom participation and learning.",local,,,,,True,,Therapy: Occupational; Therapy: Speech,,,,,,,,,
recZHsjYTuGAphuhJ,Robindell Private School,"5801 Dashwood Dr, Houston, TX, 77081","Houston, TX 77081",5801 Dashwood Dr,Houston,TX,77081,+17136679895,ctwall@robindell.com,https://www.robindell.com,Houston ISD,101912,Harris,4,Harris County,Houston Area,29.7073792,-95.4828778,Schools,Schools,Private School,Grades PreK–1,-1,1,,True,,,EFA-Eligible,We are a 4 Sta TRS Childcare Center and MSA Accredited Private School.  We are also open 24 hours 7 days a week for families who require care around the clock.  ,local,,,,,True,,,,,8200,10400,0.9400000000000001,0.97,1,15,0.9400000000000001
recZIdhw9F63nFnJH,Childrens Lighthouse Of Woodbridge Tx,"7280 Hwy 78, Sachse, TX, 75048","Sachse, TX 75048",7280 Hwy 78,Sachse,TX,75048,(469) 814-0505,sachse.director@childrenslighthouse.com,https://childrenslighthouse.com/sachse,Dallas ISD,057905,Collin,10,Dallas County,Dallas-Fort Worth,32.9870283,-96.57689459999999,Schools,Schools,Private School,Grades K–3,0,3,,True,,,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZM9Hx8mAlLZDoV,Discovery Early Learning Center,"9130 White Settlement Rd, Fort Worth, TX, 76108","Fort Worth, TX 76108",9130 White Settlement Rd,Fort Worth,TX,76108,(817) 246-0402,delckids@gmail.com,,White Settlement ISD,220920,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.7604257,-97.47381349999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZMoOmrwoat295f,The Expressive Collective,"Mobile Location, Lakeway, TX, 78738","Lakeway, TX 78738",Mobile Location,Lakeway,TX,78738,(512) 377-1065,carly@expressivecollectivetx.com,https://expressivecollectivetx.com,,,,,Travis County,Austin Area,,,Therapy,Therapy,,,,,,,,,,"The Expressive Collective provides speech therapy services customized to your child’s individual needs. Serving the greater Austin area, we extend our services through both in-home and office visits to provide a personalized experience that meets your family's needs while ensuring flexibility and convenience.",local,,,,,True,,Therapy: Speech,,,,,,,,,
recZPLh1q7OxCsIwY,New Age Montessori,"321 Cimarron Trl, Irving, TX, 75063","Irving, TX 75063",321 Cimarron Trl,Irving,TX,75063,+19729109730,info@newagemontessori.com,https://www.newagemontessori.com,Coppell ISD,057922,Dallas,11,Dallas County,Dallas-Fort Worth,32.9340354,-96.95009329999999,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,"New Age Montessori offers a high-quality Montessori education for children from six weeks through kindergarten. Guided by certified Montessori educators, our child-centered approach emphasizes hands-on learning, individualized instruction, and the development of independence, critical thinking, and a lifelong love of learning.
",local,,,,,True,,,,,,,,,,12,
recZTJyIHqVExSCGB,Lighthouse Christian Academy,"1648 FM 423, # 400, Frisco, TX, 75033","Frisco, TX 75033","1648 FM 423, # 400",Frisco,TX,75033,(281) 636-3986,emma@lighthouselearningtx.org,https://www.lighthousefrisco.org,Frisco ISD,043905,Denton,11,Denton County,Dallas-Fort Worth,33.1561748,-96.8921077,Schools,Schools,Private School,Grades K–8,0,8,False,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZUAr1tsSgKZDOw,Kyrie Christian Academy Of Keller,"2112 Northglen Dr, Hurst, TX, 76054","Hurst, TX 76054",2112 Northglen Dr,Hurst,TX,76054,(817) 456-9222,keith@kyriechristian.org,https://kyriechristian.org,Keller ISD,220907,Tarrant,11,Tarrant County,Dallas-Fort Worth,32.8554128,-97.1701452,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZVT20nskNULiWK,Redeemer Montessori School,"2700 Warren Cir, Irving, TX, 75062","Irving, TX 75062",2700 Warren Cir,Irving,TX,75062,(972) 257-3517,sflowers@redeemermontessori.org,https://www.redeemermontessori.org,Irving ISD,057912,Dallas,11,Dallas County,Dallas-Fort Worth,32.84368,-96.94336,Schools,Schools,Private School,Grades PreK–6,-1,6,True,True,True,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZVdDW5CV9rxV1r,Village Kidz,"4011 Memorial Blvd, Port Arthur, TX, 77640","Port Arthur, TX 77640",4011 Memorial Blvd,Port Arthur,TX,77640,(409) 460-3814,villageoffaithministries@gmail.com,https://www.villagekidztx.com,Port Arthur ISD,123907,Orange,5,Jefferson County,East Texas,29.9136943,-93.9508314,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZXDmZq6Afb21DJ,Kidcellence Learning Academy,"801 W 2nd St, Mercedes, TX, 78570","Mercedes, TX 78570",801 W 2nd St,Mercedes,TX,78570,(956) 373-0665,kidcellencela1@gmail.com,,Mercedes ISD,108907,Hidalgo,1,Hidalgo County,Rio Grande Valley,26.14997331518,-97.918326595968,Schools,Schools,Private School,Grades PreK–K,-1,0,True,True,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZYt7yo2cJ7xhB7,Precious Kargo Academy 2,"2520 Martin Luther King Jr Blv, Dallas, TX, 75215","Dallas, TX 75215",2520 Martin Luther King Jr Blv,Dallas,TX,75215,(214) 613-2077,preciouskargoacademytwo@yahoo.com,,Dallas ISD,057905,Dallas,10,Dallas County,Dallas-Fort Worth,32.7664959,-96.77089439999999,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZZfsp4FQn0tK8z,Grandmas House C C C Gold Medal Kids,"14840 Branch Forest Dr, Houston, TX, 77082","Houston, TX 77082",14840 Branch Forest Dr,Houston,TX,77082,+12814963105,grandmashousedirector@gmail.com,https://www.westoaksprivate.com,Lamar Cons ISD,079901,Harris,4,Harris County,Houston Area,29.7248162,-95.6522578,Schools,Schools,Private School,Grades PreK–PreK,-1,-1,True,False,False,False,EFA-Eligible,"Serving Alief and West Houston for more than 40 years.  We have 9 recently renovated classrooms, an air-conditioned gym and three new playgrounds on 3 acres of grounds. Our management team has been here more than 30 years and many of our teachers have been here for more than 10 years.",local,,,,,True,,,,,9600,12500,,,,11,
recZaeuAq5DRGTi6E,Acton Academy Dripping Springs,"1000 Hays Country Acres Rd, Dripping Springs, TX, 78620","Dripping Springs, TX 78620",1000 Hays Country Acres Rd,Dripping Springs,TX,78620,(512) 731-5540,bill@actonds.org,https://actonds.org,Hays Cons ISD,105906,Travis,13,Hays County,Austin Area,30.178418,-98.0418136,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,local,,,,,True,,,,,,,,,,,
recZbHxZZ0jLnSi8x,Texas Success Academy (Digital Learning School),"4500 W Illinois Ave, Ste 203, Midland, TX, 79703","Midland, TX 79703","4500 W Illinois Ave, Ste 203",Midland,TX,79703,(817) 472-1117,jgallegos@orionhs.org,https://www.texassuccessacademy.com,Midland ISD,165901,Midland,18,Midland County,West Texas,31.9883158,-102.1366561,Schools,Schools,Private School,Grades K–12,0,12,False,True,True,True,EFA-Eligible,,online,,,,,True,,,,,,,,,,,
