vendor_id,notable_achievement
rechKrJYBjExxGEs2,"We are committed to measurable academic growth through developmentally appropriate, research-based instruction for children from infancy through Pre-K 4, with enrichment for ages 5–12. Our Texas Rising Star 3-Star rating reflects our dedication to high instructional standards, consistent progress monitoring, and academic success."
rechMPwUX3lFNla5d,Texas Rising Star and Private kindergarten
rechQpJJ9ifaE6JJ1,"2024 2nd Place in Odyssey of the Mind TX Regionals, 2019 3rd Place HARO Odyssey of the Mind, 25-26 1 Scholastic Gold Key Winner, 25-26 1 Scholastic Silver Key Winner, 25-26 2 Scholastic Honorable Mentions"
rechTwJDDiSwnUPMD,"Curriculum & Learning Outcomes

Children consistently meet or exceed developmental milestones (language, math, social-emotional, motor skills)

Successful kindergarten readiness rates for Pre-K graduates

Implementation of a research-based curriculum (e.g., Frog Street, Creative Curriculum, HighScope)

Strong gains shown through ongoing child assessments and portfolios

Children demonstrate early literacy and numeracy skills (letter recognition, phonics, counting, problem-solving)
Program Quality & Accreditation

Achieved or maintained state quality rating (e.g., Texas Rising Star, QRIS level)

Licensed with zero or minimal deficiencies during state inspections

Recognized as a model or demonstration site for early childhood best practices
Teacher & Instructional Excellence

Teachers hold CDA, Associate, or Bachelor’s degrees in Early Childhood Education

Staff complete ongoing professional development aligned to best practices

Implementation of developmentally appropriate practices (DAP)

Low teacher-to-child ratios supporting individualized instruction

Enrichment & Academic Programs
Pre-k 3 and 4 Partnership Program

Strong STEM/STEAM integration at the early childhood level

Dual language or language-rich classrooms

Social-emotional learning programs with positive behavior outcomes

Evidence of project-based or inquiry-based learning

Family & Community Impact

High levels of parent satisfaction and engagement in learning activities

Strong partnerships with local elementary schools or Pre-K programs

Family workshops that support learning at home (literacy nights, math games)

Data & Recognition

Positive trends in child progress data year over year

Recognition from school districts, childcare agencies, or community organizations"
rechWkbRHuEwWevR5,"Saint Joseph Catholic School is gifted at meeting students where they are academically, socially, emotionally, and spiritually, nurturing each child and accompanying them to the next level of growth. This individualized approach builds a strong foundation for success, and our students often go on to earn Valedictorian and Salutatorian honors at our sister school, Holy Cross Catholic Academy, reflecting the lasting impact of a Saint Joseph education."
recheqh6j7bBuF1XU,"LeafSpring Schools are nationally accredited through NAEYC (the National Association for the Education of Young Children) and hold the top honor, a 4 star certification, from Texas Rising Star."
rechl17OBmwLw3z2O,Texas Rising Stars
rechnopCYosPQlzdH,"TAPPS 4A Academic/Debate/Speech Overall State
Champion
TAPPS Speech State Team Champion
TAPPS Academic State Team Champion
TAPPS 4A Fine Arts Female Student of the Year
Virginia Wirth Award Winner
2023 - 1 National Merit Scholarship Winner
2024 - 1 National Merit Semi-Finalist
2025 - 3 National Merit Scholarship Eligible (awards TBD)"
rechujdh3xCzN9QNx,"Middle school students demonstrated strong academic growth and achievement, with the 8th-grade TSI passing rate doubling from 4 to 8 students and notable success in high school readiness pathways. In UISD magnet admissions, 9 of 14 applicants earned acceptance into their first-choice program at the Alexander Health & Science Magnet, including two Top-10 placements (4th and 6th), and five students qualified for the UISD Early Start Pathway. Nineteen students were inducted into the National Junior Honor Society, two MATHCOUNTS teams advanced to the Gateway Chapter competition with one student qualifying for the State Meet in Arlington, and the UDS Spelling Bee champion placed 3rd at Regionals. Students also earned ongoing recognition through KGNS/Police Department and LULAC Scholar of the Month programs, including a city-wide 3rd-place LULAC Scholar of the Year. In STEM, Robotics teams earned multiple first-place awards, advanced to Regional competition with a 2nd-place Innovation Project finish, and gained valuable collaborative experience, while students also placed in numerous categories at the LIFE Fair across Livestock, Canning, Baking, Sewing, and Art competitions."
recid4HvD0F0Nd4Ea,Cognia Accredited since 2015
recimxhUpEuTkORYY,"Our preschool students advance greatly in vocabulary and language skills, social skills, math and science knowledge,  gross and fine motor skills, and character building."
recjAox9uZDs0bXml,This early learning center is an accredited Texas Rising Star Center!
recjF2GWZB25wMhnd,"In the past three years, 1 National Merit Semifinalist and 9 National Merit Commended Scholars
Two students named 2025 CLT10 regional scholars (top 5% of all testers in the southwest region)
 93.1% average passing rate (3 or higher) for all our 2025 Advanced Placement (AP) exams
24 students named 2025 AP Scholars
6 students named 2025 AP Scholars with Honors
25 students named 2025 AP Scholars with Distinction"
recjbKajGKiM8GTyU,"City Champions in Co-ed Soccer
City Champions in Volleyball
We have had numerous Valedictorians and Salutatorians in Private and Public High Schools.
We continue to send students to the Private School Interscholastic Association State Level.
We have students place in the Top 10% in high school."
recje3a2MHYc0aSjg,I have been open for 2 years now. We have not had any kids that was 5 years of age.
recjidbG0UFqyJ0EF,Texas Rising Stars
recjwqefMrF9YrgLY,"DBS Kids consistently prepares children for success in kindergarten and beyond through strong instruction and intentional curriculum planning. With an on-site, dedicated curriculum director and a blended approach using Frog Street and Abeka, we ensure high-quality, developmentally appropriate learning. Our graduates regularly score high on benchmark assessments, and local kindergarten teachers often share that they can immediately tell when a student has come from our program. Each year, approximately 60–70% of our students enter kindergarten already reading, reflecting the strong academic foundation we provide."
reck7LhemsUewJRO7,"Through our Montessori-based program, our Pre- K children graduate our program reading and writing at a 1st–2nd grade level, building strong confidence and academic skills early on. Our classrooms are led by degree-holding, Montessori-certified teachers who provide individualized instruction in a nurturing, high-quality learning environment."
reckFoOzkJtimfpyu,"CDA certified teachers
Texas 4 Star rating
Part of United way Bright Beginnings program
Working on NAEYC"
reckhUcnpcwGUzulo,"We offer advanced academics (dual credit) beginning in the 9th grade. 
Above grade level instruction.
Interventionist to help students close learning gaps."
recklYBXQHBHfuw8R,"For more than 30 years, Covenant Christian Academy has been committed to academic excellence, character formation, and faith-based education. Our students consistently excel in academic competitions, including speech meet, science fair, spelling bee, math olympics, and creative writing. Competing against both private and charter schools, our students have placed at regional competitions and advanced to state-level events for more than ten consecutive years.
Our athletic programs are equally strong, with students competing in multiple leagues across soccer, basketball, volleyball, flag football, and cross country. Teams compete against both public and private schools and have earned numerous league and tournament championships.

Beyond academics and athletics, Covenant students are deeply engaged in service, leadership, and community impact. We partner annually with Samaritan’s Purse, sending several hundred Operation Christmas Child gifts to children around the world. Locally, we collaborate each year with the City of Mission to collect hundreds of gifts for children in the foster care system and were recently recognized as a top community donor and partner.

Covenant Christian Academy also hosts Colonial Holiday, one of our signature annual events. Colonial Holiday is a family-friendly, school-wide community celebration that brings together students, families, alumni, and the broader community through themed experiences, student involvement, performances, and service opportunities. The event supports school programs while reinforcing our values of community, generosity, leadership, and joyful participation, and has become a cherished tradition that reflects the heart and culture of Covenant Christian Academy.

At the high school level, Covenant Christian Academy offers dual enrollment through a partnership with South Texas College, allowing students to earn college credits while still in high school. Through this program, motivated students may significantly reduce future college costs and, in some cases, graduate from high school having completed an associate degree. This partnership reflects our long-standing commitment to academic rigor, college readiness, and student success."
recl38JAHXc26Xfar,"Texas Rising Star 4-star
Centers of Excellence 4 Tier Designation
Excellence in Early Learning Outcomes Award"
recl3TJ9NGmtdaV34,"Regional & State PSIA Award Recipients
Greek Mythology Award Recipients"
reclGIWnVJNU0IbLJ,"AP School Honor Roll
Academic support services are available to students with diagnosed learning differences. 
15 AP Classes offered 
17 Dual Credit Courses offered
Service Requirement of 10 hour of community Service per year of high school."
reclULlO9jYJODT6B,Lutheran High School is celebrating three years of receiving College Board's Advanced Placement Platinum honors!
reclfIMwVVA153NC2,"Houston Award Program for Top Rated School in the Houston area
Year to year academic growth across grade levels
High percentage of students reading at or above grade level
Strong math proficiency or accelerated math placement
Students accepted into honors or gifted programs
High School students earning college credit through Lone Star College
Graduates accepted into college of their choice
Honor Roll
Successful intervention programs for struggling learners"
recli6D509eHt9wBC,Science Fair Winner among Archdiocese.
reclzKartTwsM4jbY,"Aviation Ratings
Early College Entrance and Trade Exposure
Advanced Courses (Students are able to take Regular or Honors core academic courses.
National Honors Technical Society
Aviation Maintenance Program to include building of aircraft
Part 107 Remote Pilot FAA license
Dual Credit Enrollments
Scholarships"
recmEUByBWJGoN69p,"Notre Dame students engage in enriching academic experiences that blend timeless skills with innovative opportunities:

Elementary Program

 - Master the art of cursive handwriting, developing fine motor skills and a personal connection to written expression
 - Compete in the annual ""Keep Christ in Christmas"" art competition, bringing faith and creativity together

Middle School Distinctions

 - Compete in the annual ""Keep Christ in Christmas"" art competition, bringing faith and creativity together
 - Participate in the prestigious Daughters of the American Revolution Essay Contest, honing research and writing skills
 - Represent Notre Dame in the National ""We the Future"" Contest, exploring civic engagement and constitutional knowledge
 - Collaborate through the Robotics Cultural Exchange Program in China, gaining global perspective and STEM expertise
 - Access concurrent college coursework for 7th and 8th graders, earning college credits while still in middle school and getting a head start on higher education"
recmTI2uJgH5M0Qin,"Favorably reviewed on Niche's list ""Best Catholic Schools in Corpus Christi,"" St. Patrick School is also a three-time ""Blue Ribbon School of Excellence"" awardee, as determined by the Department of Education.

Students in all grade levels compete successfully in local, state, national and international competitions in STREAM areas (Science, Technology, Religion, Engineering, Art, and Math)."
recmYrH0wX2N2OCNM,"**First STEM-Certified Preschool in the Nation**  
FPC Day School is proud to be recognized as the first preschool in the United States to receive STEM certification from the National Institute for STEM Education (NISE). This accomplishment reflects our strong commitment to science, technology, engineering, and mathematics (STEM) learning, even in early childhood.

**Texas Rising Star Four-Star Quality Rating**  
FPC Day School has achieved the highest possible four-star rating from the Texas Workforce Commission’s Texas Rising Star program. This designation highlights our excellence in early childhood education quality, curriculum, teacher qualifications, and family engagement.

**STEAM Curriculum and Dedicated STEAM Lab**  
We offer a dedicated STEAM Lab that integrates science, technology, engineering, art, and math into hands-on, project-based learning experiences, tailored for young learners.

**Decades of Sustained Educational Service**  
Serving the Dallas community since 1983, FPC Day School brings over four decades of experience in early childhood education. Our team includes tenured educators, many of whom have been with us for over three decades, demonstrating our dedication, longevity, and consistent growth in academic programming.

**Inclusive Play-Based and Project-Based Learning**  
Our curriculum is designed around developmentally appropriate play-based and project-based learning strategies. This approach supports cognitive, social, emotional, and physical development, fostering strong partnerships with families."
recmwdhG1DYXNIrY7,"Abiding Word has a long history of academic success. 100% of students that have graduated from Abiding Word since 2014 have also gone on to graduate from high school.

Currently half of our 6th students and half of our 5th grade students are on track to be taking Algebra 1 by 7th grade.

Abiding Word Students on average test 17 points above the national average in math and 18 points above the national average in reading. Additionally, students who have been at Abiding Word for three or more years have shown substantial growth year over year."
recmxYG1jE4E3IoPl,"100% college acceptance rate, graduates regularly receive merit-based scholarships, juniors complete independent junior projects and internships, students compete and have received awards in austin science fair (one student received blue ribbon in state competition), competitive athletic program, student clubs and extracurriculars."
recn2Z6KjlLdPEyys,"At Enlighten Academy, we use the Circle student monitoring system to track each child's progress and acheevments. This system probide valuable insights for both the school and paretns. it helps everyone understand each child's progress, celebrate milestons and support countinued growth."
recn3QTiTWlUULlHP,"Preschool students learn to read before graduating to kindergarten.
Mastery-based academics promote high achievement.
School-age students perform above the state average in math and reading."
recn3w3LWoC5vT3R5,"Country Home Learning Center participates in the Texas School Ready Program, and is accredited through Texas Rising Star, and the Cognia organization. Cognia helps assure parents of a school’s commitment to quality education by “engaging the school community in meeting high quality standards, implementing a continuous improvement process and engaging in quality assurance through internal and external review.”"
recn4qaIV99a4srGg,"Excellent, above age level results in standardized testing (IOWA Test). Our Montessori programs foster a creative, highly motivated and independent thinkers. Students have performed extremely well in later ages and higher learning including alumni having admitted to St. Johns, Kinkaid and Awty and college diplomas received from Harvard, Duke, Stanford, UT-Austin, Texas A&M, NYU and Northwestern."
recoLXZXbvKVI6kdx,"Legacy of service and growth: Serving families since 1955, St. Gregory the Great has fostered thousands of hours of community service, reflecting its deep commitment to faith and stewardship.

Strong student outcomes: An impressive 99% of students are accepted into Catholic high schools, and 98% of graduates pursue college, demonstrating academic success and preparation.

Faith-centered tradition: With decades of Catholic education rooted in prayer, leadership, and service, the school continues to build leaders who live Gospel values.

Vibrant community engagement: Annual events like service projects, faith celebrations, and school festivals, and programs build a strong sense of belonging and active participation by students and families."
recoOj2yNnwOE8sgb,Dual credit classes offered through Weatherford College
recoiTFNdqCsBvDLK,We are a TRS Certified Facility and our Kiddie Academy Life Essential Preschool/Pre-K Curriculum Exceeds Texas State Standards.
recozC50SKj6V1Q96,NAEYC Accreditation
recp0U1PT0UVk0lc7,"Sacred Heart Catholic School alumni have proven academically successful and are leaders among their graduating classes. 
Over 20 National Technical Honors Society Members
Over 35 National Honor Society 
Over 20 Alumni in the Top 20
5 Valedictorians
1 Salutatorian"
recp4vNOvhIw7l5eD,"Many of our Prek students graduate into gifted and talented programs at Private, Public, Montessori and Charter Schools. Graduates of our Program have gone on to attend Parker Elementary School and the Rice School."
recpHTXiVdZI7aNzE,"Holy Spirit Catholic School students consistently demonstrate outstanding academic achievement and growth. On the Winter 2026 NWEA MAP assessments, 96% of HSCS students scored above the national average in both Reading and Math. Students also showed exceptional growth across all grade levels, with 178% growth in English Language Arts, 129% growth in Math, and 194% growth in Science.

Based on Winter 2026 NWEA MAP results, all grade levels are on track to meet National Blue Ribbon School eligibility, defined as scoring within the top 15% of schools nationally.

HSCS’s strong academic foundation continues beyond elementary and middle school. Over the past 25 years, 30 HSCS alumni have been named Valedictorian or Salutatorian at area Catholic high schools, and Holy Spirit graduates regularly earn academic merit scholarships at local high schools.

Rigor and leadership are hallmarks of the HSCS middle school experience. Fifty-seven percent of middle school students are enrolled in one or more honors classes, and students actively participate in the National Junior Honor Society and Student Council, where they develop leadership skills and a deep commitment to service."
recpK06iQdN8lfdeJ,"By blending academic rigor—including Honors, AP, and dual credit classes—with a deep commitment to spiritual formation, WCS cultivates the academic and spiritual growth of each student to thrive. Our AP Program has been recognized as a Platinum-level program by the College Board for three years in a row due to its college readiness preparation. With strong Christian values, our Christ-centered focus prepares students to use their gifts, talents, and interests in service of God and others. Graduates go on to attend universities across the state, region, and nation."
recpR76VBR3XXX8yw,"Certified special education -early childhood to 12th grade
Generalist ec to 6th
Non expiring directors license 
Dyslexia certified
Math and reading specialist
Bachelor of science in Human Services and Consumer Sciences  woth an emphasis on Child and Family development"
recpTKMgqPfKlllK0,TRS Certified
recphoR8nC0O9FQjS,"4.12 median high school GPA
5 National Merit Scholars
5 National Merit Semi-Finalists
4 National Hispanic Scholars
18 National Merit Commended Scholars
Alumni accepted to top universities and military academies"
recpnbzXKAZa6FkSj,"COGNIA Accreditation
Texas Rising Star 4 star"
recpuyG1DqWEOmOJd,"Through our hands-on learning -based program, our Pre-K children build strong confident and academic skills early on. We are committed to fostering curiosity, independence, and a lifelong love of learning in every student, preparing them for success in school and beyond. Our classrooms are led by committed, caring, loving teachers who provide individualized instruction in a nurturing, high-quality learning environment."
recqNVIfQyRkII0lk,"Toy Town PreSchool, LLC is proud to participate in the Texas School Ready program and has maintained a 4-Star CCS / Texas Rising Star rating for over 10 years. We utilize the CLI (Texas School Ready) curriculum in all classrooms and complete their developmental and milestone assessments for every enrolled student three times each school year. Our program is designed to prepare children for formal education both academically and emotionally, ensuring they enter school confident, capable, and ready to succeed."
recqWKYVhaENy7jXZ,"Texas Rising Star, Texas School Ready"
recqhINJ0SjC5dJyp,Our school has been helping kids since 1969.
recqmKlvuYqT2bym6,Our IOWA scores confirm our students are achieving scores ABOVE the national average!
recr5ub0ELucxrnVv,"St. Louis Catholic School students consistently score higher than the national average and the Archdiocese of San Antonio average on the NWEA MAP assessment in all subjects. 
St. Louis Catholic School has qualified to apply for the Blue Ribbon School Award."
recrQdoD6ir3JFSKm,"Texas Rising Star, Texas School Ready"
recrZvKX4OvMe2mgl,"Trinity Episcopal School is known for strong academic preparation that equips students for success in high school and beyond. Our graduates consistently perform at high levels at St. Joseph High School and area public schools, with many earning Top 3 class rankings each year as well as graduation honors including Valedictorian, Salutatorian, and Historian. Trinity students leave well prepared academically, socially, and personally for the next stage of their education."
recrkOz38IgLFaPvA,"SHCS has a robust dual credit partnership with North Central Texas College. Currently, 33% of our high school students are enrolled in at least one dual credit online course. For GPA calculation purposes, students receive a 6 point bonus for all dual credit courses in which a grade of 85 or higher is earned.  
Sacred Heart students consistently score well above state and national standardized test scores."
recrqZM39U3b6syy8,"PSIA State Champions
Battle of the Flowers essay contest winners
NJHS
Catholic Arts & Academic Competition (CAAC) 
STEM
Student Council 
Robotics Awards
Academic Scholarships"
recsV97uvbSpQTBxY,"An impressive 75% of our graduating students test into Gifted and Talented programs, reflecting our strong academic foundation."
recsavjEObbgAouSm,We offer Pre-K if looking for public school alternatives
recsb2DVoMzSPd0cy,"National Blue Ribbon
Accredited by the TCCBED
NCEA Membership
Theology of the Body Campus through Ruah Woods Theology
Catholic Liberal Arts Education"
recsd0XnW5cI14kGu,"Purple Rose Learning Academy was proudly recognized by Google as a 2025 Best Childcare Center in Houston, reflecting our dedication to quality care and education. We have been awarded multiple grants that have allowed us to enhance our facility, upgrade furniture, and improve learning environments for our children. Purple Rose has also maintained a strong and stable team, with many staff members serving families for 3–5 years, creating consistency and trust. Additionally, we have successfully maintained our Texas Rising Star Level 4 certification for four consecutive years, demonstrating our continued commitment to the highest standards in early childhood education."
recsmH0Wt9wkd6A2x,"Kindergarten through 3rd grade classes currently follow a Classical Curriculum; all grade levels integrate Classical pedagogy. Hands-on science coursework in PK3-12th grades. Dual Credit coursework allows high school students to graduate with as many as 24 credit hours. Honors, GT, and Enrichment programs challenge students. One-on-One tutoring intervention, special services, and Catholic education plans provide additional support for students with mild to moderate learning differences. Students in grades PK3-3rd enjoy recess twice a day in addition to PE. 4th - 12th have one recess and PE daily. Our outdoor classroom and nature study programs provide opportunities to take advantage of the 30 acre campus. Students participate in PSIA, TAPPS, CSAC. High School students participate in AllPath Engineering competitions. Summer trip to for high school students to visit Washington DC scheduled for Summer 2026. Math, Science, and Reading scores above the national average and trending up. Field trips are integral to the St. Mary's experience such as: the 5th grade 4 day trip to The Pines Camp in Big Sandy, TX; 7th grade travels within Texas to explore history; 9th grade attends a weeklong science trip with Nature's Classroom Institute; 11th and 12th grades participate in College trips throughout Texas. 
St. Mary's Catholic School serves PK3 - 12th grade students in the Greater Longview area of East Texas. Our high school students complete a minimum of 100 hours of community service by graduation."
rect4lBeSMtkQfKt4,"Accredited through Cognia and aligned with Texas early learning standards, our school has established strong instructional systems, assessment practices, and family engagement structures that support measurable student growth. From beginning- to end-of-year, 85% of students demonstrated growth in early literacy skills and 80% demonstrated growth in early mathematics."
rect65eLGTTJHaBqV,"Students can earn the following achievements in National Junior Honor Society, Pastor's Award, Principal's Award, St. Joseph Award, Virtue Awards, Reading Olympics and Science Fair."
rectAcsAPt4mz3qZI,"College Board AP School: Gold Honor Roll; Student average ACT and SAT scores consistently higher than the local, state and national averages; 100% student acceptance to colleges and universities; annual student recognition by AP College Board recognition for AP scholars, AP scholars with honor, and AP scholars with distinction; and affiliation with John Hopkins Center for Talented Youth."
rectEZqSzG5UDilLx,Texas School Ready curriculum with developmentally appropriate instruction and developmental check list twice a year.
rectHDbi7suzoA7ke,"Graduates consistently excel in high school, with many ranking in the top 10% of their class, serving in multiple student leadership positions, being in multiple extracurricular clubs and activities, and standing out athletically.

Our students consistently show growth and high achievement on the standardized NWEA testing. 
Participate in Catholic Arts and Academic Competition (CAAC)
National Junior Honor Society
Robotics
Essay Contests
Band Competition
AIAL Athletics"
rectmvdqFCwjhiM1T,"PSIA
TAPPS- ART
PSAT
GARSEF
Texas History Day"
rectyLEPMuxhq5z72,"Graduates from Alpha Omega Academy demonstrate a strong knowledge in Truth found in God's word, an ability to discern well, communicate efficiently and problem solve. These attributes have transferred to success in top tier colleges, trade schools, in the work force and military service."
recuDErjTMqiaCTYB,"Franchise School
Structured curriculum
Outdoor Activities
Texas Ready School (TRS) Certified"
recuKbxvRYRdPNpTW,"100% College Acceptance Rate; High Volume of Senior Scholarships; Many 8th-11th Graders Consistently Testing at Post High School Levels; Literacy is Thriving Early, with 4-year-olds engaging in daily reading; Nationally Recognized 7-Time State Championship Basketball Teams and 2-Time State Championship 6-Man Football Team; Staff and Students Dedicated to community Service and Outreach; Guardian GOLD Program: Where Faith Meets Proven Strategies to Unlock Your Child’s Potential."
recuYtLmgOpqZkUgE,Texas Rising Star Certified Program & Texas School Ready Certified Program
recusYINHFmpWRkke,"Multiple national-merit scholars, 38 seniors in class of 2025 earned over $6.7 million in scholarships, multiple students received appointments to military academies, many students received NAIA and NCAA scholarships"
recv6uObPbtQsXlR5,"North Dallas Adventist Academy offers a college-preparatory education with AP and dual credit courses, preparing students for academic success beyond high school. Our students excel in robotics competitions, music festivals, and Bible knowledge challenges, showcasing both intellect and creativity. NDAA is also home to championship-winning athletics teams in sports such as basketball, soccer, and volleyball, developing leaders on and off the field. Graduates go on to earn scholarships and attend top colleges, a testament to the strength of our academics and whole-child approach."
recvHQzepaB5b6Xyw,"Bracken has a 100% college acceptance rate. The 2025 graduating class received 4.4 million dollars in college scholarships. Our PSAT and SAT averages are higher than state, national, and global averages."
recvi3nx4URXEUpEG,Cognia Accreditation
recwIjeYZbvFK2JJ7,"Children enrolled in our Pre-Kindergarten program demonstrate strong kindergarten readiness skills upon program completion. By the end of Pre-K, students are able to write and recognize their first and last names, identify upper- and lowercase letters, demonstrate early phonological awareness, recognize numbers, and follow structured classroom routines. Students also show growth in social-emotional skills, independence, and self-regulation, supporting a successful transition into kindergarten."
recwJ0GJFY72SmTZc,"We follow ISD-aligned learning objectives while embracing the Montessori philosophy, offering an individualized curriculum based on each child’s unique strengths and developmental needs. Through hands-on materials and purposeful play, children are encouraged to explore their curiosity, build independence, and develop a love for learning."
recwdSTgIfBQoPGGk,Children are well prepared for Kinder and First Grade
recwzD9yiHZby75H3,"Through our structured curriculum, children often achieve significant vocabulary expansion and early reading fluency.
We track and celebrate several developmental milestones, ranging from fine motor precision to advanced social empathy."
recx2SWttZkKDvL2b,.
recx5WyHG91LHg733,"St. Pius X Catholic School demonstrates strong academic performance and student growth across all grade levels. NWEA MAP Growth data places SPX in the High Achievement / High Growth quadrant for Math, Reading, Language Usage, and Science in grades K–8, reflecting both high academic standards and consistent student progress.

World language instruction is a key component of the curriculum. Students receive Spanish instruction weekly in elementary school and daily in middle school, building a strong foundation in language acquisition and cultural awareness.

To further prepare students for secondary education, eligible eighth-grade students may earn high school credit through Algebra I and Spanish I. In addition, SPX eighth graders consistently perform well on the PSAT, demonstrating Advanced Placement (AP) potential as they transition to high school."
recx74rViW0Dy29DO,At our facility we exceed in educational value by allowing our PreK class to participate church events. This gives your child experience in public speaking and performance.
recxDqBVJIOeRY3bD,"At House of Little Angels, our academic program is proudly recognized through Texas Rising Star, reflecting our commitment to high-quality early education. In partnership with United Way for Greater Austin and aligned with Austin Independent School District expectations, we prepare children with strong foundations in literacy, math, and classroom readiness—helping them transition confidently into kindergarten and beyond."
recxLuPokDaYm0Ld3,"At Vintage Christian Academy, small class sizes ensure every student receives personalized attention from our dedicated faculty. Our active Parent Teacher Volunteer Organization, signature events like the Lone Starry Night Gala, and robust athletic programs create a tightly-knit community united in our mission of Christ-centered education. Many VCA students achieve Classical Learning Test scores above the national average, demonstrating the academic excellence that equips them to serve God's kingdom with distinction."
recxM8gmYquZ55qq2,Accredited through Texas Workforce Commission: Texas Rising Star Level 4 out of 4 Stars- ⭐️ ⭐️ ⭐️ ⭐️
recxhv6CLmHYskJ7k,"Kreative Kids Academy is proud to be a Texas Rising Star certified program with a Four -Star rating, recognizing our commitment to a high-quality early learning education. Our program prepares children for Kindergarten through intentional, developmentally appropriate instruction that builds strong foundations in classroom readiness, early literacy, and math. We believe children learn best through hands on experiences, positive guidance, and consistent routines that support each child intellectual, language, social, emotional, physical and creative development."
recxtk2sT8KSW0844,High school has Early College Academy in which we provide dual credit classes in which students can earn an Associates Degree by graduation.
recyEjoflPEZetpt3,Texas Rising Stars
recyaQsc19Vy6WeE3,Texas Rising Star 4
recybPMG3pznssJjS,"Dallas International School offers a rigorous multi-lingual academic program for students in EC2 through 12th grade (EC2-4th on our Churchill campus and 5th-12th on our Waterview campus). Our school is exceptionally diverse with students and staff hailing from over fifty different countries. Nearly 75% of our students speak three or more languages and over half hold multiple citizenships. We are the only school in the metroplex to hold dual accreditation regionally and internationally (Independent Schools Association of the Southwest and the French Ministry of Education). We are authorized to offer the International Baccalaureate Diploma Program (11th-12th), the IB Career-related Program (11th-12th), and the IB Middle Years Program (6th-10th). DIS is one of only a handful of schools worldwide to offer access to the IB's Advanced Bilingual Diploma. Our graduates are highly regarded by universities. All students graduate from DIS with two accredited diplomas (DIS High School Diploma and either the International Baccalaureate Diploma or the French Baccalaureate Diploma) and go on to attend top universities across the globe. We are a member of the TAPPS and IAA sports leagues, and we offer a range of competitive athletic opportunities for our students. DIS has visual arts, instrumental music (orchestra and band), and theatre programs (including musical theatre). We offer a wide range of clubs and afterschool activities for students of all ages. Field trips (local, national, and international) are offered at all grade levels and high school students have the opportunity to participate in a study abroad program of up to six weeks. DIS has an aviation program that allows students to earn an FAA private pilot's license or an unmanned aerial vehicle (drone) license before they graduate from school."
recz9ui2OokPg19l8,"A Montessori preschool and kindergarten experience give children a strong foundation academically, socially, and emotionally. The hands‑on materials help them truly understand early math, language, and science concepts, while the environment encourages independence, focus, and confidence. Mixed‑age classrooms allow children to learn from one another, building leadership and collaboration skills."
reczIarcqDeRIcBv3,"CCA was the first private school in Texas and the 2nd in the U.S. that was awarded ""Accreditation with Honors"" from the ACTS accrediting agency. We were awarded the ACE School of Tomorrow ""Quality School"" status, and a member of the Texas Association of Private Schools."
reczUPlLhTpQriRGt,National Merit Scholars
reczV8tbvNq6XCnQw,"LeafSpring Schools are nationally accredited through NAEYC (the National Association for the Education of Young Children) and hold the top honor, a 4 star certification, from Texas Rising Star."
reczWuoNDZrBsBuq6,"Gateway Academy Learning Center proudly serves infants, toddlers, preschoolers, and after-school students with developmentally appropriate, high-quality instruction. Our learners consistently demonstrate strong growth in early literacy, numeracy, social–emotional development, and school readiness. Through individualized learning plans, structured enrichment, and a safe, supportive environment, Gateway Academy helps children build a strong academic foundation that supports long-term success in school and beyond."
reczhIHEyS84HB2M5,"We work with students of varying abilities and tailor instruction to help each student experience success. We also don't place a ceiling on advanced students, allowing them to work at a faster pace to achieve their personal goals."
reczy9uCLrVcWKWuA,"Bay Area Christian School (High School) has been recognized by the College Board as an AP School Honor Roll recipient.

Our students' achievement test results rank in the top quartile in the nation.

Our students' SAT scores rank higher than state and national averages."
