id,name,vendorType,vendorTypes,type,serviceType,description,directPayMarketplace,additionalLocations,subjectsTaught,pricingModel,price,pricingNotes,isProductionReady,curricularClassification,bonusTagsRaw,minGrade,maxGrade,isPreK,isElementary,isMiddle,isHigh,displayGradeRange,costOptions,address_street,address_city,address_state,address_zipcode,address_county,address_region,location_lat,location_lng,contact_website,contact_phone,contact_email,financial_minAnnualTuition,financial_maxAnnualTuition,academics_studentGrowth,academics_attendanceRate,academics_graduationRate,academics_studentTeacherRatio,academics_retentionRate
recNtA4qYCU3c2DSy,Resolute Academy,Schools,Schools,Private School,local,"Resolute Academy is a self paced, online only, private high school offering a chance at a diploma for students who are: 
-Struggling in class 
-Missing school days 
-Looking to fast track 
-Dealing with mental health issues at school 
And many more scenarios making in person school tough for your student. We at Resolute can’t wait to help you graduate!",,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,"2626 Cole Ave, Ste 300",Dallas,TX,75204,Dallas County,Dallas-Fort Worth,32.7999646,-96.8038686,https://resoluteacademy.com,+19728365397,info@resoluteacademy.com,797,1500,0.66,1,0.9,,0.8
recNvEG0oNmAJQLYT,Marigold Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,2,,True,,,Grades PreK–2,EFA-Eligible,401 W Washington St,Rockwall,TX,75087,Rockwall County,Dallas-Fort Worth,32.930029,-96.46290739999999,https://marigoldlearningacademy.com,(972) 722-3892,marigoldlearningacademy@gmail.com,,,,,,,
recNvRXNB4sN23cZ1,Gratitude School,Schools,Schools,Private School,local,"Gratitude School is a Christian K-12 microschool, offering intentionally small, multi-age classrooms, devoted teachers, and a welcoming community. Our program blends structured and project-based learning with outdoor play and real world, experiential activities. We offer independent, hybrid and full-time learning opportunies to meet the needs of our families at the elementary, middle and high school level.",,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,7 Sisterdale Rd,Boerne,TX,78006,Kendall County,San Antonio Area,29.80998439999999,-98.7394975,https://gratitudeschool.blogspot.com,+18306880600,gratitudeschool@gmail.com,10500,10500,,,,7,
recNvsIXN4sj3SeuE,Inspire: An Acton Academy,Schools,Schools,Private School,local,"Inspire: An Acton Academy is a learner-driven private school in Weatherford where students develop strong academics, character, and real-world skills through self-paced core learning, Socratic discussions, and hands-on projects. Our small class sizes and personalized approach empower learners to take ownership of their education and prepare for a rapidly changing world.",,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1115 S Brazos St,Weatherford,TX,76086,Parker County,Dallas-Fort Worth,32.74577728798645,-97.80215644723226,https://www.inspireacton.org,+18178944838,lfrancis@inspireacton.org,11200,11200,0.94,0.92,,12,0.94
recNwWKHYZ71VJlrI,Mind Discovery Center,Therapy,Therapy,,local; online,"Mind Discovery School — Farm-Based Learning & Cognitive Growth Mind Discovery School is a farm-based cognitive development school specializing in ADHD, dyslexia, autism, and visual processing disorders. We help children and teens strengthen the underlying brain processes that impact learning, behavior, and academic success—through hands-on, outdoor, farm-centered experiences. Using personalized, multi-sensory intervention plans, we target attention, memory, processing speed, executive function, and core academic skills, addressing the root causes of learning challenges, not just the symptoms. At Mind Discovery School, students can achieve two to three years of academic growth in just one year. We are currently in the accreditation process, ensuring the highest standards of education and care for our students. To meet every learner’s needs, we offer both in-person and virtual programs. To learn more, please visit minddiscovery.com .",,,,,,,True,,Therapy: Dyslexia/Dsygraphia; Therapy: Vision; Therapy: Occupational; Therapy: ADHD/Executive Function; Therapy: Autism Support,,,,,,,,,"1200 S Main St, Ste 100",Weatherford,TX,76086,Parker County,Dallas-Fort Worth,32.7459695,-97.7980929,https://minddiscovery.com,(888) 699-6463,office@minddiscovery.com,,,,,,,
recNxoH37SJPU34f5,Tracy Cole,Tutoring,Tutoring,,local,Group and individual academic tutoring for grades 3 through college.,,,,,,,True,,Tutoring: Math; Tutoring: English/Language Arts; Tutoring: Social Studies/Humanities,,,,,,,,,6507 7th St,Lubbock,TX,79416,Lubbock County,West Texas,33.5889311,-101.958018,https://www.facebook.com/homeworkhotlinehub,(806) 438-3413,homeworkhotlinehub@gmail.com,,,,,,,
recNytWltxuODYxS5,Kid Town Daycare,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1602 N Big Spring St,Midland,TX,79701,Midland County,West Texas,32.0135186,-102.0782812,,(432) 685-0760,kidtowndaycare@hotmail.com,,,,,,,
recNz6ZwRqF4vgCwP,Cristo Rey Dallas College Prep,Schools,Schools,Private School,local,,,,,,,,True,,,9,12,False,False,False,True,Grades 9–12,EFA-Eligible,9701 San Leon Ave,Dallas,TX,75127,Van Zandt County,East Texas,32.73014,-96.6551983,https://cristoreydallas.org,(772) 913-5969,ntorres@cristoreydallas.org,,,,,,,
recO2IsnzCCau9eaQ,Brighton Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,14207 Higgins Rd,San Antonio,TX,78217,Bexar County,San Antonio Area,29.5699927,-98.3963005,https://www.brightonsa.org,(210) 826-4492,preschool@brightonsa.org,,,,,,,
recO2MSV8SCG4klDy,Fiorella Di Reggio Emilia School - North,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1701 W Anderson Ln,Austin,TX,78757,Travis County,Austin Area,30.352295,-97.723624,https://fiorellareggioemiliaschool.com,(512) 798-1476,fiorelladireggioemiliaschool@gmail.com,,,,,,,
recO3mh5q9a7vRy8q,Busy Bee's Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"867 Dulles Ave, Ste D",Stafford,TX,77477,Fort Bend County,Houston Area,29.61426179999999,-95.5812962,,(346) 804-7171,lakeshadhorton@yahoo.com,,,,,,,
recO4JxQ1CmcNPIEi,Creative Kidz,Schools,Schools,Private School,local,"Creative Kidz is a high-quality early learning center serving Spring, Texas, where children are inspired to learn, explore, and grow in a nurturing environment. Our program is rooted in a Reggio Emilia–based approach and enriched by the Frog Street curriculum, encouraging curiosity, creativity, and hands-on learning.
We celebrate learning through engaging school events such as Western Day, Dr. Seuss Breakfast, Fall Festival, and Winter Bash, creating meaningful experiences for children and families alike. Our engaging teachers and diverse staff work collaboratively to foster an inclusive, supportive community where every child feels valued.
To support healthy development, Creative Kidz provides a nutritious meal program, serving breakfast, lunch, afternoon snack, and dinner daily. We are proud to partner with families to build a strong foundation for lifelong learning in a safe, enriching, and joyful environment.
",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5015 Louetta Rd,Spring,TX,77379,Harris County,Houston Area,30.0388158,-95.49068319999999,https://www.creativekidzonline.com,+12812578085,info@creativekidz.com,15000,17500,0.9,0.9,1,11,0.9
recO5pctAmdr2JWOf,Community Partners Fifthward Early Childhood Development Ctr,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3917 Collingsworth St,Houston,TX,77026,Harris County,Houston Area,29.7942251,-95.3312878,https://ww.communityofpartners.com,(713) 674-5437,akirkmon@yahoo.com,,,,,,,
recO6IKLMff6pWfvG,Tamra Learning Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,8,False,True,True,False,Grades K–8,EFA-Eligible,1100 S 33rd St,Temple,TX,76504,Bell County,Central Texas,31.0905538,-97.36316339999999,https://tamralearning.com,(254) 721-0996,tamralearningacademy@gmail.com,,,,,,,
recOAQMCq7kYoGDwH,Rainbow Kidz,Therapy,Therapy,,local,We provide ABA and behavioral therapy services for all ages.,,,,,,,True,,Therapy: Behavioral,,,,,,,,,2155 Marsh Ln,Carrollton,TX,75006,Dallas County,Dallas-Fort Worth,32.9693393,-96.8551947,https://www.languageworksllc.org,(940) 595-4381,admin@languageworksllc.org,,,,,,,
recOBIwqhUUqu2szQ,Kids R Kids #33,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,15111 Avery Ranch Blvd,Austin,TX,78717,Williamson County,Austin Area,30.4985517,-97.7722053,https://kidsrkids.com/north-austin,(512) 218-9669,ashley@kidsrkidsnorthaustin.com,,,,,,,
recODzmIvz2AhCSBi,My Zoo Box,Enrichment,Enrichment; Curriculum,,online,"My ZOO Box is a hands-on zoology and conservation education program for children ages 3–12, designed to support homeschool and classroom learning. We offer two age-leveled options—Cub Club (ages 3–5) and Zoologist Club (ages 5–12)—with engaging, theme-based learning experiences that combine kid-friendly science content, read-alouds or student readers, STEAM activities, crafts, games, and extension printables to reinforce key skills. Our digital unit studies provide flexible, screen-light curriculum support with structured lessons and printable resources that families and educators can use at home or in the classroom to deepen understanding through real animal science and meaningful conservation connections.",,,,,,,True,,Enrichment: Science & STEM; Curriculum: Science,,,,,,,,,951 E FM 646,League City,TX,77573,Galveston County,Houston Area,,,https://www.myzoobox.com,(972) 989-6291,education@myzoobox.com,,,,,,,
recOEbHxFvCDUiLAZ,Building Blocks Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,211 Morris Rd,Burke,TX,75941,Angelina County,East Texas,31.2248511,-94.7686094,https://bbacademy2.com,(936) 366-0405,bbadiboll.llc@gmail.com,,,,,,,
recOEdTe6JKkdLIJa,Primrose School At Crossroads Park,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,9701 Wortham Rd,Houston,TX,77065,Harris County,Houston Area,29.9157312,-95.6095589,https://www.primrosecrossroadspark.com,(281) 469-3500,primrose@primrosecrossroadspark.com,,,,,,,
recOEwRVEsGmgIUw8,River City Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,5810 Blanco Rd,San Antonio,TX,78216,Bexar County,San Antonio Area,29.508173,-98.505894,https://rivercitychristianschool.org,(210) 384-0297,ecastillo@rccschool.net,,,,,,,
recOFcH1z1jPK18X0,Creative Connections Childrens Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,9302 Wilcrest Dr,Houston,TX,77099,Harris County,Houston Area,29.6771838,-95.5712484,https://ccchildrenscenter.com/home--day-care-page,(281) 568-1121,silviavo@sbcglobal.net,,,,,,,
recOM9QxSTAdnCLBa,Topaz Aba,Therapy,Therapy,,local,"ABA therapy for children with autism, in the home, community or school environments",,,,,,,True,,Therapy: Behavioral,,,,,,,,,901 S Mopac Expway,Austin,TX,78746,Travis County,Austin Area,,,https://www.topazaba.com,(512) 983-2234,kworrell@topazaba.com,,,,,,,
recOMf8U6wNSm9Fye,Preschool Express Learning Academy Of Nacogdoches,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,5124 North St,Nacogdoches,TX,75965,Nacogdoches County,East Texas,31.65337999999999,-94.65560649999999,https://preschoolexpressla.com,(936) 305-4041,info@preschoolexpressla.com,,,,,,,
recONcfxcVEpS87X8,Primrose School Of Rockwall,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3115 Ridge Rd,Rockwall,TX,75032,Rockwall County,Dallas-Fort Worth,32.8856574,-96.4725429,https://www.primroseschools.com/schools/rockwall,(972) 772-0180,bguilfoil@primroserockwall.com,,,,,,,
recONsAVMphP4fUMI,St Pauls Christian Day School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,6,True,True,True,False,Grades PreK–6,EFA-Eligible,305 W Third St,Brenham,TX,77833,Washington County,Central Texas,30.161165,-96.39914569999999,,(979) 836-4176,sandraehlinger@stpaulscds.net,,,,,,,
recOO7yM1C5zaZmtu,Fiorella Di Reggio Emilia School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,8707 Mountain Crest Dr,Austin,TX,78735,Travis County,Austin Area,30.25573,-97.893396,https://fiorellareggioemiliaschool.com,(512) 575-0227,fiorelladireggioemilia@gmail.com,,,,,,,
recOR4UbaMUzaQXri,Brazos Learning Montessori School,Schools,Schools,Private School,local,,,,,,,,True,,,0,0,False,True,False,False,Grades K–K,EFA-Eligible,2007 FM 2004th Dr,Richwood,TX,77531,Brazoria County,Houston Area,29.0718282,-95.41161780000002,https://www.brazoslearning.com,(979) 331-3960,admin@brazoslearning.com,,,,,,,
recORDMK0FooihIeD,Cool Cats Learning Academy,Schools,Schools,Private School,local,"Cool Cats Learning Academy Preschool is a place where childhood stays wild, learning is alive, a your child’s days are spent exploring, imagining, and growing in nature. We are and indoor/outdoor, all-weather, nature- based preschool program for potty-trained children ages 3 to 5. Our program runs September through May, Monday-Friday from 8:30am-3:00PM. Growing Up WILD curriculum is a comprehensive early childhood education program that is TEKS aligned, organized, creative thought provoking, scientifically sound, it aims to build on their sense of wonder about nature encourage exploration of wildlife and the environment. The curriculum includes 27 thematic units with hands- on nature- based activities that integrate outdoor exploration with key learning areas such as science, art, music, movement, literacy, and math. It is developmentally appropriate and supports the natural learning process, helping children lear “what to think, not how to think about wildlife.”",,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,837 State Hwy 171,Mexia,TX,76667,Limestone County,Central Texas,31.6882507,-96.49674929999999,,+19036441771,coolcatsla23@gmail.com,10000,,1,1,,,1
recORLjN7pzi7uONz,St. Patrick Cathedral School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,1111 N Stanton St,El Paso,TX,79902,El Paso County,El Paso Area,31.7661189,-106.492587,https://www.stpatrickelpaso.org,(915) 532-4142,jrieschick@stpatrickelpaso.org,,,,,,,
recORcYs579g5dapJ,Kiddie Academy Of League City East,Schools,Schools,Private School,local,"Pre-K & Kindergarten (Life Essentials®)
At Kiddie Academy of League City East, our Pre-K and Kindergarten programs ignite a love of learning through our Life Essentials® curriculum where strong academics meet character, confidence, and curiosity. We don’t just prepare children for school; we equip them for life with hands-on discovery, leadership skills, and a warm, values-driven community that feels like family.",,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,2010 E League City Pkwy,League City,TX,77573,Galveston County,Houston Area,29.5002925,-95.051678,https://kiddieacademy.com/LeagueCityeast,+12815385437,Leaguecityeast@kiddieacademy.net,11000,14000,1,1,1,15,1
recOSIbkPykike7Cf,Valor Global Online,Schools,Schools,Private School,online,"We partner with parents to deliver education from home: live, teacher-led classes, a custom values-aligned curriculum. Students show up, participate, and grow in a global learning community.",,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,1525 County Rd 224,Florence,TX,76527,Williamson County,Austin Area,30.86447129999999,-97.8557053,https://valorglobal.online,+19163421083,angie.taylor@valorschool.org,3720,9950,,,1,10,0.75
recOTIaNS5HEziGSU,Breakthrough Aba,Therapy,Therapy,,local,"Breakthrough ABA delivers evidence-based, individualized Applied Behavior Analysis services for children with autism and related developmental needs, with a focus on skill acquisition, behavior reduction, parent training, and comprehensive caregiver support. Our team provides center-based, home-based and daycare-based options designed to meet families where they are. We support communication development, daily living skills, social skills and functional behavior change through data-driven and compassionate care. Breakthrough ABA partners with families, daycares, and community stakeholders to ensure continuity of care. We accept a wide range of insurance plans and offer streamlined onboarding to reduce barriers to access. Our mission-driven clinicians deliver culturally responsive, high-impact services grounded in best-practice ABA",,,,,,,True,,Therapy: Behavioral,,,,,,,,,16410 Cypress Rosehill Rd,Cypress,TX,77429,Harris County,Houston Area,30.0058278,-95.6975003,https://www.breakthroughaba.com,(713) 997-3005,trina.johnson@breakthroughaba.com,,,,,,,
recOVVTu1j04vAhXW,Bambini Learning Center #2,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,904 N Grant St,Roma,TX,78584,Starr County,Rio Grande Valley,26.4085914,-99.017584,https://topbambini.org,(956) 847-4045,bambinilearninginstitute@gmail.com,,,,,,,
recOXEsI7X9dB1COX,Lubbock Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,2604 Dover Ave,Lubbock,TX,79407,Lubbock County,West Texas,33.5700879,-101.9347212,https://www.lubbockchristian.org,(806) 796-8700,hhaley@lubbockchristian.org,,,,,,,
recOXl072z8mTmy8k,Helena's Early Learning Playhouse,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,3289 County Road 1033,Greenville,TX,75401,Hunt County,Dallas-Fort Worth,33.2196133,-96.12642389999999,https://www.helenasearlylearningplayhouse.com,(903) 513-1523,helenasearlylearningplayhouse@gmail.com,,,,,,,
recOaahVV0UIHUeaR,Mountain West Montessori,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,403 Frontera Rd,El Paso,TX,79922,El Paso County,El Paso Area,31.815386,-106.5688734,https://www.mwmontessori.com,(915) 584-5728,admin@mwmontessori.com,,,,,,,
recOabNVmH3EWCOMW,Coram Deo Academy - Flower Mound Campus,Schools,Schools,Private School,local,"Coram Deo Academy is a Christian, Classical, Collaborative school offering a university schedule for PreK–12 students in Dallas, Flower Mound, and Plano. Our mission is to train ethical servant leaders and wise thinkers who will shape culture for the glory of God.",,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,4900 Wichita Trl,Flower Mound,TX,75022,Denton County,Dallas-Fort Worth,33.0228462,-97.1071049,https://coramdeoacademy.org,+19726757302,jennifer.musgrove@cdalions.org,6500,12500,,,,14,
recOf1RTEGttzUNUw,Living Water Christian School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,4808 Airport Ave,Rosenberg,TX,77471,Fort Bend County,Houston Area,29.5411426,-95.7774493,https://www.lwcs.school,(281) 238-8946,admin@livingwaterschool.org,,,,,,,
recOj8qLRloJrmCVX,Cora's Cottage Care For Kids,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"10851 Scarsdale Blvd, Ste 700",Houston,TX,77089,Harris County,Houston Area,29.5845192,-95.214871,https://www.corascottage.com,(832) 717-1722,corascottagecare1@gmail.com,,,,,,,
recOjdr4kb0mXrnwg,Montessori Mastery School Of Odessa,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,1415 N Grandview Ave,Odessa,TX,79761,Ector County,West Texas,31.8663767,-102.3465064,https://www.mmsodessa.com,(432) 202-9556,mcgrcrw1@aol.com,,,,,,,
recOjqMon8wCrqX1i,Leadership Faith Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,25631 Smotherman Rd,Frisco,TX,75033,Denton County,Dallas-Fort Worth,33.1636265,-96.88499809999999,https://www.lfatigers.com,(469) 706-6068,asnelson@lfatigers.com,,,,,,,
recOkWp70jn1lIP8h,Blessed Sacrament Academy Child Development Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1135 Mission Rd,San Antonio,TX,78210,Bexar County,San Antonio Area,29.3855689,-98.490952,https://www.blessedsacramentacademysa.org,(210) 532-5363,csilva@bsasa.org,,,,,,,
recOktEmD3v58o1uL,Cornerstone Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,5415 Matlock Rd,Arlington,TX,76018,Tarrant County,Dallas-Fort Worth,32.6569969,-97.1135523,https://www.cornerstoneacademytx.org,(817) 375-2235,csmith@cbcarlington.org,,,,,,,
recOnCEGIGq8Xdb6Z,Bright Beginnings,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"9414 Parkfield Dr, Ste B",Austin,TX,78758,Travis County,Austin Area,30.36871379999999,-97.70679489999999,,(512) 905-2505,patsy.brightbeginnings@gmail.com,,,,,,,
recOqWcKc0mI09h1e,The Oaks Christian Academy,Schools,Schools,Private School,local,,,,,,,,True,,,0,12,False,True,True,True,Grades K–12,EFA-Eligible,6100 S Soncy Rd,Amarillo,TX,79119,Randall County,Panhandle,35.1453642,-101.9403104,https://www.theoaksamarillo.com,(806) 340-9385,hhickman@theoaks.academy,,,,,,,
recOuNBWteWcfsP8E,Objective Ed,Curriculum,Curriculum; Supplies,,online,ObjectiveEd provides educational software to improve outcomes for struggling students and students with disabilities.,,,,,,,True,,Curriculum: Educational Software; Supplies: Educational App,,,,,,,,,15355 Take Off Pl,Wellington,FL,33414,Palm Beach County,,26.648244,-80.2894828,https://objectiveed.com,(786) 200-1191,marty@objectiveed.com,,,,,,,
recOuXFFUKATyDWMk,Teddy's Ladder,Schools,Schools,Private School,local,"Tedddy's Ladder is accredited by TAAPS (Texas Alliance of Accredited Private Schools). Our sole objective is to instill a “love of learning” and having our students reading, writing and doing double-digit math by the time they graduate from our program.

Our proprietary curriculum is instrumental in providing students the
tools they need for early academic success, and our “prep school”
philosophy is a rigorous academic program that ensures readiness for
elementary school.

Our Pre-K3, Pre-K4, Kindergarten and First Grade programs are
designed for children to graduate with at least a minimum of one-year
advanced reading and math skills upon their graduation from our
school.

Teddy’s Ladder makes learning fun by utilizing engaging, hands-on and
sensory projects for teaching concepts, and speaking of fun…

We also offer exciting events for students and their families to attend
including our Winter Carnival featuring rides, characters, a DJ and
more, a Stuff a Bear Workshop and Go Texan Day with pony rides, hay
rides and a petting zoo!

Our tag line pretty much sums up what we do-

“Can your four-year-old read this? Ours can.",,,,,,,True,,,-1,1,,True,,,Grades PreK–1,EFA-Eligible,8717 Scanlan Trce,Missouri City,TX,77459,Fort Bend County,Houston Area,29.491241,-95.5326565,https://teddysladder.com,+12817780366,beth.lavine@gmail.com,14405,14620,,,,,
recOv7dj1SO7MKy0X,Kids Montessori Academy,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,1521 E Arapaho Rd,Richardson,TX,75086,Collin County,Dallas-Fort Worth,32.9610157,-96.6957202,https://kidsearlylearningcenters.com,(323) 627-6191,ims618@aol.com,,,,,,,
recOx1x6kF7W89zR9,De Colores Child Development Center Yorktown,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,"5922 Yorktown Blvd, Ste 102",Corpus Christi,TX,78414,Nueces County,South Texas,27.6638553,-97.3894267,https://www.decolorescdc.com,(361) 249-5362,decolorescdc2@gmail.com,,,,,,,
recOxc6iUKJtNVQoJ,Austin Waldorf School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,12,True,True,True,True,Grades PreK–12,EFA-Eligible,8700 S View Rd,Austin,TX,78737,Travis County,Austin Area,30.2310625,-97.9132868,https://www.austinwaldorf.org,(512) 288-5942,smitchell@austinwaldorf.org,,,,,,,
recOyKb1PROSQNNp4,Northstar School,Schools,Schools,Private School,local,,,,,,,,True,,,7,12,False,False,True,True,Grades 7–12,EFA-Eligible,4620 Park Springs Rd,Arlington,TX,76017,Tarrant County,Dallas-Fort Worth,32.66970209999999,-97.16734939999999,https://www.northstarschool.net,(817) 478-5852,khunn@northstarschool.net,,,,,,,
recOz6Q5Ac4To0wl2,Kids 'R' Kids Learning Academy Of West Frisco,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,2660 Main St,Frisco,TX,75033,Denton County,Dallas-Fort Worth,33.1545823,-96.8671433,https://kidsrkidswestfrisco.com,(972) 712-7332,cathy@kidsrkidswestfrisco.com,,,,,,,
recOzh1XEfeYLlUKG,St. Edward Catholic School,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2601 Spring Stuebner Rd,Spring,TX,77389,Harris County,Houston Area,30.0812444,-95.4555451,https://stedwardschool.org,(281) 353-4570,emakel@saintedward.org,,,,,,,
recP0YSBvOKNLgARk,Mini Cande Kisses,Schools,Schools,Private School,local,,,,,,,,True,,,-1,0,True,True,False,False,Grades PreK–K,EFA-Eligible,17614 Chestnut Trl,Richmond,TX,77407,Fort Bend County,Houston Area,29.7065371,-95.6928116,,(713) 320-7857,minicandekisses@aol.com,,,,,,,
recP0oDT0Wq5QwxnP,Children’S Clubhouse Daycare & Learning Center,Schools,Schools,Private School,local,,,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,1610 Main St,Danbury,TX,77534,Brazoria County,Houston Area,29.23006719999999,-95.3480338,https://www.facebook.com/childrensclubtx,(979) 308-4464,childrensclubtx@gmail.com,,,,,,,
recP2pFXq6spd2nV1,St. Matthew Catholic School - El Paso,Schools,Schools,Private School,local,,,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,400 W Sunset Rd,El Paso,TX,79922,El Paso County,El Paso Area,31.83147,-106.5820983,https://www.stmatthewelpaso.org,(915) 581-8801,vdelacruz@stmatthewelpaso.org,,,,,,,
recP4mpC0ARAnGNCC,St. Patrick Classical School,Schools,Schools,Private School,local,"We believe in the power of education to transform lives and shape character, and guided by the values of truth, beauty, and goodness, we seek to cultivate the intellectual, moral, and spiritual development of our students, equipping them with a solid foundation for a fulfilling and purposeful life. Our classical approach to education allows us to integrate the teaching and virtues that have impacted the generations that have come before us. Our curriculum is rooted in the classical liberal arts, focusing on the grammar and logic portions of the trivium. This comprehensive education nurtures critical thinking, effective communication, and a lifelong love of learning.",,,,,,,True,,,-1,8,True,True,True,False,Grades PreK–8,EFA-Eligible,2116 Lowry St,Lufkin,TX,75901,Angelina County,East Texas,31.3573604,-94.7129576,https://stpatricklufkin.com,(936) 634-6719,cadams@stpatricklufkin.com,4800,5200,0.96,0.85,1,7,0.93
recP5Z5Hj4kpbzztJ,Westchase Neighborhood Preschool,Schools,Schools,Private School,local,"Westchase Neighborhood School Preschool is a high-quality, community-centered early learning program serving children from infancy through Pre-K. As a TRS 4-Star, CLI-active school, we combine nurturing relationships, strong academics, and whole-child development to ensure every child enters kindergarten confident, capable, and curious.",,,,,,,True,,,-1,-1,True,False,False,False,Grades PreK–PreK,EFA-Eligible,10570 Westpark,Houston,TX,77042,Harris County,Houston Area,29.7237676,-95.5552948,https://neighborhoodschools.org/preschools,(346) 386-8744,lcollier@neighborschools.org,,12650,0.78,0.84,1,,0.78
recP6ATiseKg8wgzq,The Pi Shoppe Tutoring Service,Tutoring,Tutoring,,local,"Dr. Lorena Mummert Ed.D. founded Pi Shoppe over 30 years ago when she began tutoring her peers in math and physics, unaware of the impact she would later make as an innovator of higher education. Dr. Mummert has curated a highly accomplished staff of certified teachers to help the students in our program achieve their academic goals. Learn more at www.pishoppe.org",,,,,,,True,,Tutoring: English/Language Arts; Tutoring: Foreign Language; Tutoring: Social Studies/Humanities; Tutoring: Science; Tutoring: Math,,,,,,,,,1120 W Lake Dr,Taylor,TX,76574,Williamson County,Austin Area,30.5793804,-97.4247862,http://pishoppe.org,(512) 846-3595,tutoring@pishoppe.org,,,,,,,
